                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.72467,                0.49824,                 1.0385,                0.82209,                0.77316,                0.83105,                0.55966,                 1.2205,                0.90243,                 1.3931,             0.00057939,             0.00057939,             0.00057939
                    148,                0.70028,                0.49324,                 1.0404,                0.76059,                0.80979,                0.83172,                0.55841,                 1.2281,                0.97194,                 1.3875,             0.00057572,             0.00057572,             0.00057572
                    149,                0.75713,                0.50855,                 1.0591,                0.79705,                0.83253,                0.85221,                0.56785,                 1.2145,                0.89755,                 1.3811,             0.00057205,             0.00057205,             0.00057205
                    150,                0.74679,                0.50942,                 1.0497,                0.82199,                0.86526,                0.85875,                0.56611,                 1.2416,                0.81905,                 1.4358,             0.00056839,             0.00056839,             0.00056839
                    151,                0.72132,                0.48922,                 1.0282,                0.86033,                0.83109,                 0.8769,                0.57182,                 1.2335,                0.79198,                 1.4033,             0.00056472,             0.00056472,             0.00056472
                    152,                0.71352,                0.49922,                 1.0253,                0.86263,                0.78717,                0.86302,                0.57497,                 1.2916,                0.88936,                 1.4469,             0.00056105,             0.00056105,             0.00056105
                    153,                0.68373,                0.45813,                 1.0057,                0.80602,                0.82969,                0.86305,                0.57686,                 1.2768,                0.85229,                 1.4335,             0.00055739,             0.00055739,             0.00055739
                    154,                0.69557,                0.49408,                 1.0307,                0.81292,                0.81795,                0.84765,                0.56188,                 1.2446,                 0.8664,                 1.4237,             0.00055372,             0.00055372,             0.00055372
                    155,                0.69579,                0.50724,                 1.0271,                0.82519,                0.80548,                0.82358,                0.56042,                  1.236,                0.91488,                 1.4086,             0.00055006,             0.00055006,             0.00055006
                    156,                0.68321,                0.46034,                 1.0095,                0.81644,                0.78827,                0.82488,                0.56602,                 1.2365,                0.87419,                 1.4022,             0.00054639,             0.00054639,             0.00054639
                    157,                0.71301,                0.49571,                  1.048,                0.80506,                0.81056,                0.83157,                0.56792,                 1.2265,                0.88903,                 1.4091,             0.00054272,             0.00054272,             0.00054272
                    158,                0.72282,                0.49431,                 1.0425,                0.81156,                0.79657,                0.82507,                0.55022,                 1.2679,                0.95756,                 1.4251,             0.00053906,             0.00053906,             0.00053906
                    159,                0.69761,                 0.4689,                 1.0239,                0.87559,                0.77063,                0.81621,                0.54153,                 1.2945,                0.99249,                  1.441,             0.00053539,             0.00053539,             0.00053539
                    160,                0.68668,                0.47656,                 1.0309,                0.81415,                0.79921,                0.82571,                0.53832,                 1.3177,                0.95555,                   1.48,             0.00053172,             0.00053172,             0.00053172
                    161,                0.69679,                0.47761,                  1.018,                0.81695,                0.79505,                0.81971,                0.54667,                 1.2793,                0.92506,                  1.421,             0.00052806,             0.00052806,             0.00052806
                    162,                0.67684,                0.49048,                 1.0147,                0.83058,                0.79958,                0.83216,                0.57244,                  1.217,                0.83637,                 1.3612,             0.00052439,             0.00052439,             0.00052439
                    163,                0.68966,                0.49197,                 1.0243,                0.84275,                0.80291,                 0.8393,                 0.5738,                 1.2225,                0.82741,                 1.3852,             0.00052073,             0.00052073,             0.00052073
                    164,                0.68008,                0.47913,                 1.0254,                0.83762,                0.80039,                0.83916,                0.56626,                 1.2262,                0.88476,                 1.4095,             0.00051706,             0.00051706,             0.00051706
                    165,                0.67428,                0.46794,                  1.022,                0.88169,                0.74403,                0.83066,                0.55553,                 1.2312,                0.96696,                 1.3926,             0.00051339,             0.00051339,             0.00051339
                    166,                0.66454,                 0.4633,                 1.0125,                0.84323,                 0.7333,                0.82516,                0.56031,                 1.1909,                 1.0396,                 1.3582,             0.00050973,             0.00050973,             0.00050973
                    167,                0.67365,                0.47519,                 1.0316,                0.85422,                 0.7114,                0.82249,                0.56621,                 1.2095,                 1.0701,                 1.3755,             0.00050606,             0.00050606,             0.00050606
                    168,                0.68158,                0.47613,                 1.0292,                0.77518,                0.74818,                0.83119,                0.54956,                  1.215,                0.99901,                 1.3694,             0.00050239,             0.00050239,             0.00050239
                    169,                0.65897,                 0.4618,                0.99117,                0.82845,                0.80291,                0.85748,                0.55922,                 1.2298,                 0.9234,                 1.3923,             0.00049873,             0.00049873,             0.00049873
                    170,                0.69242,                0.46837,                 1.0284,                0.84536,                0.79793,                0.86206,                0.57681,                 1.2329,                0.91299,                 1.4052,             0.00049506,             0.00049506,             0.00049506
                    171,                0.66715,                0.45952,                   1.01,                0.87634,                0.77859,                0.86259,                0.57873,                 1.2232,                 0.9131,                 1.4163,              0.0004914,              0.0004914,              0.0004914
                    172,                0.68223,                0.46417,                 1.0125,                0.85516,                0.78946,                0.84857,                0.55857,                 1.2534,                0.95217,                 1.4264,             0.00048773,             0.00048773,             0.00048773
                    173,                0.66094,                0.47036,                0.99532,                0.87053,                0.77031,                0.82875,                0.54757,                 1.2662,                0.98503,                 1.4398,             0.00048406,             0.00048406,             0.00048406
                    174,                0.65325,                0.46437,                 1.0075,                 0.8159,                0.78031,                0.82255,                0.53521,                 1.3322,                 1.0035,                 1.4889,              0.0004804,              0.0004804,              0.0004804
                    175,                  0.663,                0.44427,                 1.0136,                0.80179,                0.79441,                0.82652,                0.54292,                  1.301,                0.98631,                 1.4691,             0.00047673,             0.00047673,             0.00047673
                    176,                0.65273,                0.45172,                0.97626,                0.81277,                0.77414,                0.83948,                0.55382,                  1.266,                0.95994,                 1.4493,             0.00047306,             0.00047306,             0.00047306
                    177,                0.66066,                0.45224,                0.99509,                0.78461,                0.80224,                0.83976,                0.55652,                 1.2494,                0.88745,                 1.4408,              0.0004694,              0.0004694,              0.0004694
                    178,                0.62557,                0.43366,                0.99238,                0.82399,                 0.7646,                0.82953,                0.54901,                 1.2962,                0.93328,                 1.4709,             0.00046573,             0.00046573,             0.00046573
                    179,                0.64955,                0.43584,                 1.0056,                0.86916,                0.75421,                0.82748,                0.55371,                 1.3332,                0.95451,                 1.5316,             0.00046206,             0.00046206,             0.00046206
                    180,                0.65566,                0.44816,                 1.0015,                 0.8294,                0.77377,                0.83384,                0.54643,                 1.3529,                0.98002,                 1.5207,              0.0004584,              0.0004584,              0.0004584
                    181,                0.65019,                0.46505,                 1.0058,                0.81934,                0.77694,                0.85046,                0.55993,                 1.2927,                 1.0153,                 1.4462,             0.00045473,             0.00045473,             0.00045473
                    182,                0.65584,                0.45503,                 1.0085,                0.82396,                0.80792,                0.86019,                0.56876,                 1.2694,                0.94451,                 1.4357,             0.00045107,             0.00045107,             0.00045107
                    183,                0.64157,                0.44465,                 0.9953,                0.83235,                0.82689,                0.86955,                0.57202,                 1.2514,                0.85343,                 1.4281,              0.0004474,              0.0004474,              0.0004474
                    184,                0.65404,                0.43914,                0.98743,                0.79773,                0.84241,                0.85708,                0.57426,                 1.2384,                0.80434,                 1.4163,             0.00044373,             0.00044373,             0.00044373
                    185,                0.64418,                0.43513,                 1.0003,                0.78601,                0.84784,                0.85408,                0.58622,                 1.2246,                 0.8354,                 1.4161,             0.00044007,             0.00044007,             0.00044007
                    186,                0.63353,                0.44391,                0.99738,                0.80754,                0.82188,                0.85522,                0.58802,                 1.2294,                0.88245,                 1.4031,              0.0004364,              0.0004364,              0.0004364
                    187,                 0.6517,                0.45034,                0.99926,                0.81552,                0.85502,                0.87817,                0.59202,                 1.2305,                0.84371,                 1.3913,             0.00043273,             0.00043273,             0.00043273
                    188,                0.64943,                0.45418,                 1.0071,                0.81037,                0.82075,                0.85454,                0.57521,                 1.2506,                0.90866,                 1.4088,             0.00042907,             0.00042907,             0.00042907
                    189,                0.64334,                 0.4351,                0.98439,                0.77909,                 0.7892,                0.81571,                0.54947,                 1.2812,                0.98047,                 1.4623,              0.0004254,              0.0004254,              0.0004254
                    190,                0.65142,                0.44266,                 1.0051,                0.78629,                0.77783,                0.81586,                0.54649,                  1.298,                0.98296,                 1.4818,             0.00042174,             0.00042174,             0.00042174
                    191,                 0.6289,                0.42839,                0.99841,                0.84766,                0.76064,                0.82615,                0.54863,                 1.2941,                0.96205,                 1.4745,             0.00041807,             0.00041807,             0.00041807
                    192,                0.64291,                0.43194,                0.98967,                0.87924,                0.75072,                0.83064,                0.56142,                 1.2827,                0.93394,                 1.4692,              0.0004144,              0.0004144,              0.0004144
                    193,                0.62849,                0.43341,                0.99847,                 0.8359,                0.78676,                0.83628,                0.55744,                 1.3011,                0.92689,                 1.5141,             0.00041074,             0.00041074,             0.00041074
                    194,                0.62405,                0.42521,                0.99113,                0.82466,                0.80238,                0.84445,                0.55924,                 1.3054,                0.90305,                 1.5142,             0.00040707,             0.00040707,             0.00040707
                    195,                0.64242,                 0.4347,                0.99256,                0.80442,                0.80758,                0.84866,                0.56146,                 1.2902,                0.92693,                 1.4762,              0.0004034,              0.0004034,              0.0004034
                    196,                0.61362,                0.41984,                0.98751,                0.81685,                0.81844,                0.86656,                0.58315,                 1.2468,                0.91087,                 1.4458,             0.00039974,             0.00039974,             0.00039974
                    197,                0.63642,                0.44445,                 1.0006,                0.81164,                0.82218,                0.87361,                0.58888,                 1.2215,                0.87391,                 1.4103,             0.00039607,             0.00039607,             0.00039607
                    198,                0.62614,                0.44271,                0.98715,                0.77562,                0.80995,                0.87012,                0.59281,                 1.1957,                0.83938,                 1.3916,             0.00039241,             0.00039241,             0.00039241
                    199,                0.60789,                 0.4321,                0.99198,                0.84454,                0.76047,                 0.8523,                 0.5745,                 1.2172,                 0.8886,                 1.4131,             0.00038874,             0.00038874,             0.00038874
                    200,                0.65332,                0.44524,                0.98918,                0.83728,                0.75786,                  0.844,                0.57521,                 1.2097,                0.88096,                 1.3997,             0.00038507,             0.00038507,             0.00038507
                    201,                0.59572,                0.43139,                0.97714,                0.78862,                0.79916,                0.84567,                0.57006,                 1.2401,                0.85617,                 1.4364,             0.00038141,             0.00038141,             0.00038141
                    202,                0.60135,                0.42957,                0.98272,                0.78897,                0.78251,                0.82696,                0.56022,                 1.2413,                0.87298,                 1.4523,             0.00037774,             0.00037774,             0.00037774
                    203,                0.61169,                0.41124,                0.97345,                0.76383,                0.78847,                  0.834,                0.55317,                 1.2519,                0.83539,                 1.4555,             0.00037407,             0.00037407,             0.00037407
                    204,                0.61654,                0.40902,                0.97232,                0.74756,                0.84091,                0.83958,                0.55378,                 1.2737,                0.82364,                 1.4743,             0.00037041,             0.00037041,             0.00037041
                    205,                0.61723,                0.40867,                0.96609,                0.77586,                0.82008,                0.83656,                0.53969,                 1.3044,                0.87287,                 1.4922,             0.00036674,             0.00036674,             0.00036674
                    206,                0.63797,                0.43427,                0.98622,                 0.8133,                0.82862,                0.85109,                0.55727,                 1.2875,                0.86927,                 1.4893,             0.00036307,             0.00036307,             0.00036307
                    207,                0.60714,                0.42325,                0.98542,                0.83897,                0.83831,                0.86395,                0.57811,                 1.2531,                0.82485,                  1.454,             0.00035941,             0.00035941,             0.00035941
                    208,                0.61598,                0.41465,                0.98685,                0.84917,                0.84815,                0.87291,                0.58444,                  1.233,                 0.8301,                 1.4321,             0.00035574,             0.00035574,             0.00035574
                    209,                0.62374,                 0.4392,                0.97973,                 0.8237,                0.82663,                0.85763,                0.57892,                 1.2202,                0.84807,                 1.4212,             0.00035208,             0.00035208,             0.00035208
                    210,                0.59769,                0.41757,                0.98745,                0.78783,                0.78787,                0.82515,                0.56592,                 1.2348,                 0.8677,                 1.4381,             0.00034841,             0.00034841,             0.00034841
                    211,                0.60127,                0.41436,                0.98292,                0.79393,                0.79154,                0.82265,                0.56977,                  1.231,                0.86673,                 1.4342,             0.00034474,             0.00034474,             0.00034474
                    212,                0.62157,                0.41602,                0.98405,                0.83408,                0.81199,                0.85085,                 0.5775,                 1.2355,                0.83309,                 1.4344,             0.00034108,             0.00034108,             0.00034108
                    213,                0.61037,                0.41524,                0.98502,                0.83174,                0.81158,                0.84916,                0.56558,                 1.2789,                0.89547,                 1.4671,             0.00033741,             0.00033741,             0.00033741
                    214,                0.59095,                0.40876,                0.98934,                0.83657,                0.78674,                0.84326,                 0.5409,                 1.3372,                 0.9292,                 1.5289,             0.00033374,             0.00033374,             0.00033374
                    215,                0.60247,                0.40756,                0.97122,                0.83045,                0.79351,                0.83628,                0.54134,                 1.3414,                0.95774,                   1.56,             0.00033008,             0.00033008,             0.00033008
                    216,                0.60599,                0.40718,                0.97897,                0.81719,                0.80108,                0.83559,                0.53673,                 1.3196,                0.94214,                 1.5493,             0.00032641,             0.00032641,             0.00032641
                    217,                0.61276,                0.44368,                0.98663,                0.82949,                0.79055,                0.83549,                0.53911,                 1.3283,                0.91881,                 1.5475,             0.00032275,             0.00032275,             0.00032275
                    218,                0.60007,                0.40895,                0.96926,                0.84398,                 0.8014,                0.84943,                0.54128,                 1.3414,                0.94595,                 1.5658,             0.00031908,             0.00031908,             0.00031908
                    219,                0.59898,                0.41611,                0.97266,                0.83333,                0.82167,                 0.8581,                0.54841,                 1.3489,                0.92199,                 1.5973,             0.00031541,             0.00031541,             0.00031541
                    220,                0.58411,                0.39598,                 0.9705,                0.80987,                0.82294,                0.85611,                0.54289,                 1.3392,                0.89737,                 1.6051,             0.00031175,             0.00031175,             0.00031175
                    221,                0.58493,                 0.4126,                0.98389,                0.80864,                0.79669,                0.84902,                0.53185,                  1.365,                0.93005,                 1.6086,             0.00030808,             0.00030808,             0.00030808
                    222,                0.59322,                0.40694,                  0.975,                0.85193,                0.80367,                0.84962,                0.54513,                   1.35,                0.89422,                 1.5943,             0.00030441,             0.00030441,             0.00030441
                    223,                0.58461,                 0.3958,                0.96971,                0.85047,                0.81816,                0.85524,                0.55439,                 1.3408,                 0.8644,                 1.5883,             0.00030075,             0.00030075,             0.00030075
                    224,                0.59529,                0.41267,                0.99639,                0.84224,                0.79504,                0.84595,                0.55054,                 1.3279,                0.91714,                 1.5425,             0.00029708,             0.00029708,             0.00029708
                    225,                0.57409,                0.38995,                0.97033,                0.82544,                0.78964,                 0.8401,                0.56016,                 1.2812,                0.93831,                 1.4665,             0.00029342,             0.00029342,             0.00029342
                    226,                0.58784,                0.40673,                0.97227,                0.80049,                0.79243,                0.83523,                0.56579,                 1.2393,                0.94265,                 1.4262,             0.00028975,             0.00028975,             0.00028975
                    227,                0.62162,                 0.4134,                 0.9964,                0.81821,                 0.7791,                0.82288,                0.55444,                 1.2702,                0.97484,                 1.4559,             0.00028608,             0.00028608,             0.00028608
                    228,                0.60476,                0.39992,                0.98095,                0.80549,                0.76954,                0.81529,                0.54172,                  1.323,                0.97703,                 1.5419,             0.00028242,             0.00028242,             0.00028242
                    229,                0.57777,                0.38423,                0.96275,                0.79393,                0.78393,                0.83104,                0.54356,                 1.3304,                 0.9444,                 1.5789,             0.00027875,             0.00027875,             0.00027875
                    230,                0.57515,                0.38972,                 0.9752,                0.78373,                0.78848,                 0.8497,                0.55258,                 1.3345,                0.89188,                 1.5795,             0.00027508,             0.00027508,             0.00027508
                    231,                0.56036,                0.38262,                0.96436,                0.80112,                 0.7974,                0.84922,                0.55568,                 1.3118,                0.88785,                 1.5342,             0.00027142,             0.00027142,             0.00027142
                    232,                0.56035,                0.39072,                0.94838,                0.80552,                0.81462,                0.85659,                0.56522,                 1.2836,                0.89457,                 1.4707,             0.00026775,             0.00026775,             0.00026775
                    233,                0.59532,                0.42085,                0.97811,                0.82719,                0.81436,                0.85043,                0.56619,                 1.2884,                0.88403,                 1.4742,             0.00026408,             0.00026408,             0.00026408
                    234,                0.59327,                0.40983,                0.98942,                0.81884,                0.81815,                0.84773,                 0.5669,                 1.2886,                0.86849,                 1.4895,             0.00026042,             0.00026042,             0.00026042
                    235,                0.63122,                 0.4178,                0.98275,                0.81351,                0.82418,                0.84783,                0.55927,                  1.311,                0.88352,                 1.4902,             0.00025675,             0.00025675,             0.00025675
                    236,                0.57187,                0.38286,                 0.9632,                0.82964,                0.83598,                0.86038,                0.55935,                 1.2943,                0.89426,                 1.4672,             0.00025309,             0.00025309,             0.00025309
                    237,                0.56178,                0.39374,                0.96439,                0.83213,                0.82747,                0.86018,                0.55747,                 1.3016,                0.90313,                 1.4829,             0.00024942,             0.00024942,             0.00024942
